pinyin,label
lianzhi,1
huangtai,1
pinjun,1
sufan,0
kaotian,0
zhongzhen,1
huopi,0
miaoyu,0
lihuang,1
genggao,0
linjue,1
junyang,1
mishi,1
yunan,1
chuanbai,0
yueyuan,0
longxian,1
zhiliang,0
jiancai,0
xinmeng,1
zaoqi,0
qukong,1
yongtao,0
bunan,0
qinya,0
senzheng,0
gongqi,1
hongle,0
xizhuan,0
musong,0
yongyong,0
yinmei,0
youxin,0
rijuan,1
yefang,1
qinyun,0
juheng,0
pinxuan,1
weineng,0
sanjun,0
minsu,1
enjian,0
jianjing,0
rishan,0
huaixia,1
shude,0
minge,0
shenhong,0
tiankuang,1
xutao,1
zhuoda,0
fuze,1
hongkuang,0
bingan,0
kangshuo,0
shangrui,0
yuecun,0
guangrui,0
rongji,0
litian,0
mochu,0
jiuqing,1
caofei,1
xiansu,0
wanhe,0
yanguang,1
liyun,0
zeni,1
benyi,0
hongrun,0
linnv,1
xuechen,1
mile,1
xiaowan,1
zhensong,0
haoguang,0
jifan,0
chanduo,1
xikuan,0
chuanchao,0
lingbing,0
zhaokuai,0
yaniang,0
duosheng,0
chunshuo,0
yanxuan,0
manqi,0
huanzhi,0
xiangquan,0
jiangbing,0
pingzhao,0
tianqian,1
xiangya,0
huancui,0
yanchi,0
mingjuan,0
xianjian,0
ruchun,1
xiangliu,0
jieqian,1
chune,1
runjia,0
dexiao,0
chuangyin,1
kongxi,1
duozhi,1
huishuo,0
qinxuan,0
yinyan,0
tanxiong,0
chusi,0
dongrong,1
xieyin,1
mingyun,0
zuoyao,0
bowen,1
zuanri,0
meifang,1
bushao,0
lanjue,1
murou,0
beiqi,0
pokuang,0
zhengshan,0
kangying,1
conghai,0
mingjing,1
xuchao,0
weiyin,0
yeji,1
guangbing,0
pohan,1
shui,1
minguo,0
guanzhen,0
danqian,1
haian,1
budan,0
hairao,0
langning,0
linjiang,0
meiluo,0
ruiming,1
haijiao,0
baidong,1
xuesong,0
daomo,0
yukang,1
tonghui,0
aoyi,0
miaoxing,0
tiexiang,0
xiangnan,1
huangzhen,1
huailan,0
xuecheng,0
nengzhong,0
xinsu,0
ruigang,0
linbei,1
suirui,0
zhenfeng,0
churu,0
qinlang,0
shangxu,0
wansuo,1
zhongbao,0
qiangsheng,1
jinchang,0
kebing,0
deshen,1
mosen,0
caibin,1
zongni,1
qiesi,1
lianqian,1
xuefa,0
haizhen,1
huiyou,1
mateng,0
shimei,1
lechuan,0
linglu,0
qiuhan,0
qianmin,1
geer,0
xingyao,0
yinqian,0
yiyou,0
yenong,1
zhixiong,0
tugai,0
wansha,1
nanxuan,1
jingru,1
sike,1
meimeng,1
lilong,1
yueqin,1
tongjun,1
cuilan,0
shanxiang,0
xinxin,1
anran,0
weiruo,1
dingxi,0
xunxun,1
kunchi,0
longlong,0
jiuchang,1
mingya,1
zhongshuai,0
chuanliu,1
leiqi,1
huanque,1
haishuo,0
aidong,1
wuchao,0
yagang,0
ruoxuan,1
huangkun,0
lurui,1
dixuan,1
qinfu,1
nantian,1
buhao,0
chuhuan,0
kuifei,1
jiangxue,0
yincheng,1
changbao,0
zhangkuang,1
wozhen,0
abei,0
haihua,1
dajie,0
derui,1
xianzhen,0
chengji,1
yuesang,1
jiaji,1
yangyan,1
jiegang,0
bicong,0
chiying,0
zhuojiao,0
qile,1
juxing,1
longrun,0
chuanyong,0
zaiwang,0
nengji,0
leishan,1
rangyin,0
xingzhu,1
qique,1
chicao,1
ronglong,0
zehong,0
gangzuo,0
xingman,0
ruiying,0
handi,1
lanhe,1
lunling,1
dongsha,0
songxue,0
wenxu,0
zhenyi,0
wumeng,1
suqing,0
xiaoping,0
xuantai,1
mien,1
rongqing,0
qing,1
chanyi,1
yajin,1
zhenzhou,0
jinglong,0
guowu,0
yanmiao,1
zijie,0
rongjin,0
runan,1
juewu,0
junkang,1
yougang,0
yejing,1
yongqiu,0
peibin,0
kexun,1
jianyan,0
chenqi,0
xianhui,1
peizhen,0
shuobo,0
zaixun,0
baozhi,1
huatong,1
peicun,0
ximai,0
xuli,1
jiading,1
chaojing,0
guichuan,0
guangchun,0
jinsha,1
haixi,1
kefu,0
zhumiao,0
jingtang,1
yiwang,1
jiage,0
fushan,1
suijing,1
yinhui,1
binle,0
huaning,0
junmin,0
enzi,0
hanqiu,1
mengyu,1
haoxia,1
xingdong,0
jiayou,1
shitui,0
yunhai,0
poqi,0
qianlin,1
yexing,0
waruo,1
jiexun,1
linqin,0
yuqian,1
miwu,1
hutao,0
nenghua,0
peijiang,0
ruoting,0
rongze,0
jurong,1
chengxun,1
diheng,0
yanze,1
moyu,1
wusu,1
zechun,0
anmei,1
weijiang,1
feixiong,0
bianmian,0
tonggan,0
xiangjie,0
xingqiong,1
xuanmu,1
aishuo,0
jinguan,1
fuzhan,1
xuanao,0
kuai,0
xinsi,0
haoao,0
qianru,1
weijiao,0
ruojie,1
zongtao,0
shuoxuan,1
yaojue,1
yuqiang,1
heyu,1
mingyue,0
xuwu,1
zhoutian,0
pochen,0
mage,1
yangkun,0
tairu,1
baochuan,0
guien,1
zhaomiao,1
tingwan,1
enquan,1
weiyou,0
liangjun,0
mojing,0
qinnan,0
zaicheng,0
xiage,1
cenyue,1
binhuan,0
chulu,1
yugai,1
yangmao,0
tonghong,0
zhouai,1
maozhi,0
tangdian,0
huigai,0
gaohua,1
tongjing,0
jiaolu,1
tongze,1
runzheng,0
falv,0
tiji,1
zhaobo,0
wenxia,1
yizhun,0
runrun,0
paiyang,1
guowei,0
fuyin,1
guisi,1
niji,1
chuner,1
zongda,0
nuolan,1
tianmo,1
shuipei,1
weibiao,0
enchi,0
papang,1
enlei,0
rundu,0
ningning,0
ruixun,1
qiangyan,0
lifu,1
yiju,0
youjiang,0
xinchu,0
yongmin,1
zhishi,0
aiyang,0
luoying,0
shenfa,0
powan,1
ruhe,1
langshuo,0
juner,0
haoying,0
youxiang,1
liuzhao,0
jingjun,0
jinshun,0
daoya,0
hongshi,1
wanglong,0
kechu,0
peihai,0
beila,1
yizhong,0
yici,1
fanqi,0
ronglin,0
ruren,1
yueran,0
zhengyuan,1
xiaocao,0
yiqu,1
shuangdou,1
rongjiang,0
you,1
jiexin,1
xueming,1
huanzhang,0
dieai,1
busheng,0
wanpa,1
xidai,0
huanghan,0
cengqi,0
xueyuan,0
xuanqian,1
gengquan,0
tingye,1
luruo,1
heshi,1
qianxi,1
fangruo,1
cen,1
yingai,1
shishi,0
erni,0
bingning,1
heben,0
fengzhen,0
liancheng,0
cengnian,1
xiaozhuang,1
binbing,0
chuanjie,1
junrong,0
peichen,1
qiaorou,0
zhishi,1
leyu,1
yongran,0
zengxiu,0
chenxuan,0
chenyue,1
tianmu,1
jimao,0
zeli,0
guota,0
hunying,1
shuilan,1
yanzhe,0
yiyi,0
luanli,0
chaduo,1
zhinan,0
jiaoqi,1
nvya,1
nannan,1
qiehang,0
shengmin,0
fanheng,0
yinle,0
bichang,1
suilong,0
baomo,1
fengyuan,1
hainan,1
yuanfang,0
licui,0
xingdan,1
mengzhuo,0
diesha,1
cenchun,0
yahui,1
shixian,1
zhangying,1
zhuodi,1
nenlin,1
chunfei,0
zengxia,1
yinghuan,0
qiue,1
lingxun,0
piaoyu,0
kunxi,1
zhixing,0
qianru,0
jiangzi,0
juanchen,1
chuanglian,0
yuang,0
ruizi,0
beilun,1
renju,1
runshuo,0
qiaonuo,0
haonan,0
nieye,1
hanni,0
xiaosen,0
mushan,0
jiaoyi,1
rongwen,1
longchang,1
xinping,0
lanni,1
xieyun,1
dexin,1
bingcen,0
yunwen,0
yueyi,1
linde,1
chongqing,0
zhongpei,0
mingshuo,1
shunwan,1
liangqiong,1
haoyang,0
luoxi,0
huanpeng,0
xuandeng,0
huangyan,0
fanghua,1
dongqin,0
haiju,1
leiping,0
ningji,0
mianli,0
fangshan,0
jingsu,1
lixing,0
liuyao,0
leiqiao,1
rongke,0
liu,0
ruici,1
tanjuan,1
lingen,0
yingyun,0
shichuan,1
ciyi,1
zhouhua,0
huaijun,0
tinghui,0
chenkun,0
shujiao,0
ganrui,1
chengyan,1
jiongzong,0
shouquan,0
huadai,0
duanxiang,0
youning,0
jiangrui,0
dongxuan,0
yubiao,1
muyi,1
kunxuan,1
bukang,0
yingxiao,0
dingyu,1
shuangyun,1
dingcui,0
jietang,1
lihuai,1
quanlei,0
bangmeng,0
yinrang,1
zhiyin,0
lingbao,1
ruoke,1
yinpian,1
shoutu,0
lanhai,1
kaiya,1
ruxia,1
puhuang,0
zheran,0
gaozheng,0
lesha,1
angang,0
shuilan,0
zhengni,1
nianci,0
poying,1
meidi,0
zhizhu,0
jinfeng,1
shunjing,0
zuoping,0
fangjing,1
cuian,1
xiyi,0
yingmei,0
zhanchuan,0
yangdong,0
shenghang,0
aoping,1
hanxing,1
keer,0
danzhai,1
binchong,0
liaoyue,1
yingluo,1
xuanhe,1
wensun,0
zhonghui,0
richen,1
aigui,0
yangzu,0
xinuo,1
piaoshan,1
zheng,0
kehong,1
musha,0
shangxiao,0
tingguan,0
yekan,0
anping,1
puze,1
birui,1
wanke,1
jiating,1
dali,0
xiuxi,1
rangling,1
bentian,0
enzi,1
beirui,0
fengtong,0
zhengyun,1
qiongwan,1
xiaorong,1
shaoju,0
yuanbin,1
tianfu,1
hansu,1
nifan,1
fusha,1
xuying,1
putong,1
runing,0
gerui,1
enke,0
ranwu,1
kaisi,0
tiejing,0
enrong,1
zhenlv,0
pengjin,0
changhui,1
zhaixu,0
lien,0
changkang,0
wengjing,1
moudan,1
youting,1
gezhang,0
xiongjun,0
liuran,1
kafei,1
changbin,0
xinzi,0
kunning,1
chenggun,0
rujun,1
shaoshan,1
pinge,1
chunyi,0
pai,0
jieweng,1
diandian,1
guanxue,0
chuangui,0
shouqiao,0
junchao,0
liaori,0
mengrui,0
yanchuo,0
chixuan,0
zhongzheng,1
heling,0
nuanmeng,1
yongqin,0
qiao,0
xiangjia,1
wenbei,0
liangqian,0
xice,0
genghou,1
shangshui,0
tingfeng,1
dahang,0
minchen,0
huangbo,0
laguan,0
zhuofei,1
mengqian,0
hengli,0
gangyin,1
qundie,0
danjun,0
pizhi,0
tixian,1
juanye,1
jiahong,1
yayue,0
siguo,0
miaochun,1
jiarang,1
shumin,0
tao,0
xinguo,0
baida,0
ennuo,1
zhoulv,0
lida,1
qieqi,1
ganggan,0
guangjin,0
yingcong,0
keman,0
zemi,0
hongpin,0
yongcang,0
yong,0
shukun,0
zhouliang,0
xinguang,0
yaozhong,0
yuemei,0
yunrun,0
qiuzi,0
zengmin,1
yueqiong,0
yongren,0
juanling,0
wobo,0
xiongshen,0
dinghai,0
yuntuan,0
yeqiao,0
hedian,1
xiaoyi,1
fangning,0
duxuan,0
yexian,0
meifen,0
zanhan,0
hangxi,0
dashuo,1
yingfang,1
peiqian,1
miaoshui,0
juelve,0
yehuan,0
kaiyu,1
huolang,0
buqing,0
meidie,1
zexia,0
xude,0
gengchu,0
yuying,0
mangli,0
jiping,1
beimin,1
senxin,0
huaibao,0
sunbin,0
zhuyang,1
binyuan,0
luo,1
yike,0
hairen,0
guangrao,1
xiaoshuang,1
yachuan,1
guoheng,0
erbei,0
jianghao,0
chuanhua,0
taochun,0
jidie,1
nisuo,1
yongzhe,1
yongzhu,1
dingen,0
xiumei,0
mingxin,1
duzhi,0
caihe,1
qinhang,0
ningxian,1
zhoufei,1
guocai,0
youduo,1
zizhuan,0
xingshan,1
zhenghao,0
hezao,1
dujun,0
qingqian,1
rangxiao,0
jinping,1
jianpu,0
xiangjia,0
cuiyi,1
liuzhe,1
yilong,0
haojie,1
jiusi,0
zhengying,1
aochuan,0
hecai,0
daoliang,0
nuohui,0
chuci,0
ruxiang,0
hongxuan,0
zongyan,1
zeting,0
qihuai,1
ranling,0
haobai,0
yunhuan,0
yanbiao,0
miaomi,1
xiaokun,1
linhou,0
zhenpei,0
xichuan,0
mingdan,1
rourou,0
runsen,0
tianpo,0
xianfeng,1
hengcai,0
sunhui,0
zeju,1
xinxian,0
pengshun,0
fanou,1
pimei,1
guangneng,0
lanfei,0
zishuai,0
zhoutian,1
huaidong,0
xiukui,0
timei,1
xianye,0
chunzeng,0
jueyou,1
tutu,0
pigui,1
shawei,0
qiuning,1
deyun,0
cayue,1
miju,1
songheng,0
binchan,0
fanyao,1
panzhu,1
yuping,1
geyi,0
mengshuai,0
dusu,0
wenyan,0
pengran,0
shige,0
jiawang,1
linlu,1
chunjin,0
jinkang,0
yuejiao,1
jingping,1
jingxue,0
fanfan,0
huaiyuan,1
milian,1
dujie,1
gengxue,1
shunbo,0
shunya,1
dejing,1
gening,0
jiazou,0
yinglong,0
feiyang,1
xunrou,1
xiaoge,0
yaguan,1
sanben,0
baoran,0
lianwen,1
xiuzhang,1
mingzhou,0
yexue,1
niwan,1
zunzhe,0
gengwen,1
zhuru,1
gaoqi,1
lansi,1
dai,0
longjun,0
ganqin,0
zhiqin,0
diaoling,1
fengzhi,1
zhubao,0
jixiang,0
xingwei,1
xiaohao,0
fangman,1
xikai,0
huangbao,0
guizheng,0
yuji,0
sufang,1
lianyun,1
jiaozhuo,1
zangti,0
zuting,1
runsi,1
suichan,0
qiuqin,0
ruzheng,0
sanlin,1
guanglie,0
liquan,0
lanting,0
haosheng,0
bating,0
jinglan,0
shengxiu,1
qiuchen,1
qiongliang,1
yaochen,0
dongyi,0
shangsui,1
bilian,1
zongman,0
lannan,1
yuesheng,0
zirui,1
danke,1
congsheng,0
jieshuo,1
yukuang,0
diqu,0
shuqiu,1
chuancong,0
chulan,0
kailin,1
gaoyou,0
zhongzhong,0
bangqi,0
cuili,1
shaohong,1
zhengyao,1
cishu,0
bijie,1
shouheng,0
enman,1
laile,0
tianyuan,1
zuanling,0
bating,1
jiangcheng,0
ganping,0
yuezhi,1
jianqian,0
zongyao,0
zizhao,0
wanpeng,0
congri,1
nixing,1
cuie,1
jupu,1
chuangfei,0
qiqiang,1
yulian,0
jiukun,0
rangying,1
sichang,0
chengmin,0
xueying,0
guiluo,0
zhenshuo,0
zhongda,0
guishuo,0
dongfeng,0
kemo,0
huoze,0
diyang,1
youmu,0
lingtao,1
luzan,1
luantu,0
mengzhi,1
beishu,1
zhuofei,0
leier,1
bihan,1
hongjia,0
yanrang,0
yinsheng,1
caizhan,1
yangliang,0
wanli,0
jiaojin,1
dongmiao,0
yu暃,0
dengzan,0
yonggan,0
huanran,0
zhanjia,0
chuanyan,1
pajie,1
shengmei,1
gaodan,0
chanchang,1
leihong,1
xinjing,0
lujin,1
fangzai,1
tangpi,1
yuti,0
yingting,1
chengri,0
qianshi,0
chunlei,1
gouwen,0
qianmiao,0
duoqu,1
youwang,0
zexiong,0
leyue,1
zhuohan,1
weishuai,0
juxuan,0
wanhan,0
longdao,0
youlin,1
aoxuan,1
ranzhi,0
shini,1
guishu,1
cunxia,1
lancen,1
mulian,1
kangqing,0
younan,1
chanxiang,1
daoxue,0
pingyan,0
shuixin,1
rongteng,0
taibo,0
tianju,0
bugan,0
leiyuan,0
kuanxu,0
leining,0
jienuo,0
fengtu,0
qiongran,1
tianzhou,0
mizhi,0
jinglin,1
jinjuan,1
qixia,0
huijie,0
bowei,0
xincheng,0
wanshu,1
sique,1
wanjiu,0
donghe,0
nongni,0
chapiao,1
cenzhu,1
qianhao,0
bianmei,1
kouyi,1
shanxiao,0
weibei,0
jikuan,0
yinsheng,0
shoushi,0
hejin,0
likui,0
yunzhuo,0
nvshen,1
lanfu,1
zhemin,0
yinhong,1
gaiheng,0
leiwa,0
yanye,0
xiubi,0
lisha,1
minmu,0
fuhuo,1
jialeng,0
shunwei,1
zhize,0
seyao,1
enying,1
ruihuan,0
miaotu,0
chenfa,0
cenghao,0
linwei,0
jiasha,1
junqin,1
fengguo,0
yuji,1
peifeng,1
nitong,1
youran,1
ounv,1
luanzhi,0
chaoduan,0
pujian,0
gaoyan,1
runyang,1
baojun,0
nianyu,1
haide,0
minyuan,0
jinting,0
erdu,0
jinghui,0
mancai,1
guoyu,0
erya,1
ximo,1
zhanfan,0
shanri,0
shuchu,0
zongzhe,0
caixiu,0
lichen,1
tenglong,0
zhanbing,0
ruixiang,1
miaozhen,0
pingshuo,0
ruxiao,1
kenuo,1
jutong,0
shufei,1
zhongce,0
shumei,1
jiaozhi,1
baochen,0
benfu,0
yilei,0
tanning,1
shunzhen,1
biansi,0
wubei,1
ziqiu,0
fangsheng,0
linxiang,0
yichuang,1
zhitan,1
duisu,1
hanshuang,0
yongmin,0
gongwu,1
jingnan,1
pinmian,1
xianchong,0
runxie,0
ruozhu,1
mengou,1
sizhen,1
quanrui,1
xiangyue,0
zhenxi,0
zirao,0
zejian,0
meishi,1
kangzhi,1
shanran,0
jiaoyang,0
ruhuo,0
weiyuan,0
zhizhao,1
ruixuan,0
yuyin,0
jiju,0
xinbing,1
weidan,0
qiaoxia,1
lianghui,0
ningjin,0
liuhan,0
cengjia,0
panting,0
rongni,1
poren,0
huolan,1
mengtang,1
pingyuan,0
mouzi,0
qiaoni,0
gaihui,1
guangjian,0
donghong,0
anchen,1
xuhua,0
zengcai,0
xiaorong,0
deen,0
lingmei,0
chaobo,0
mianyao,1
cuiwa,1
henan,1
guangxue,0
kangming,0
bilu,0
haozu,0
baohua,1
fashun,0
yundie,1
zhouzhuo,1
pansong,0
zhenying,0
tuan,1
pipi,0
huangning,0
daotian,0
gaicen,1
xijiang,0
haorong,0
weilian,0
jieqing,1
shaya,1
mianhua,0
zhaoang,0
gunqi,1
erwo,0
chutang,0
jiasi,1
keyou,1
gangxi,1
dingman,1
zegen,0
xiongxing,0
taige,0
bizhen,1
kongyi,0
lufeng,0
zao,0
mingruo,1
weiren,1
chenshuang,0
zikang,0
huier,0
jianxiao,0
beiming,0
xuangen,0
wanji,1
laiqian,1
haobo,0
jinghuo,1
zuao,0
shuiyao,1
yunmeng,1
shiqin,0
huantao,0
miaolu,1
luoci,0
suole,0
lianyuan,0
chuling,0
lingshai,1
fenpiao,1
zuaner,0
chengku,0
jinghe,1
cuilin,0
gaoze,0
hongjin,1
nianyao,1
jicong,0
leifen,1
zhenquan,0
daihui,0
yehua,1
ruilin,0
hanyun,1
jingxiu,1
airan,0
shenlan,1
yuanya,0
rubing,1
quanlong,0
yuhao,1
yanyuan,1
guanggan,0
daixiao,0
yongzhong,0
yicui,1
mengmiao,0
zhenchao,0
tongxiao,0
cirong,0
yenan,1
lingde,0
qiaoteng,1
mingzhi,0
mingjiao,1
diemu,0
pinjiao,1
xingman,1
kuibao,0
chongliang,0
zhuqun,1
xincai,0
tengyue,1
danhe,1
tianyuan,0
yaman,1
shanhua,0
shengxin,0
furui,0
nima,1
hengkun,0
po,0
sifan,1
dingyuan,0
zonghe,0
baikun,0
bokui,0
zhitao,1
haolun,0
rongjie,1
lingmin,1
shengcheng,1
hecu,0
yinju,1
jingqu,0
fuguo,1
xiaoxing,1
tingxin,0
motian,0
shunqi,0
junxing,0
xinbao,0
hongyin,0
wanjuan,1
pengwen,0
heran,1
facheng,0
taobi,1
manke,1
jiuchu,0
fuji,0
yaliang,0
mengni,0
menghang,0
panqian,1
shushen,0
jiangyao,1
changxing,0
weijiao,1
cailuan,0
minqian,1
dantong,1
zhaliang,0
jinglai,1
jiufeng,0
changjie,0
youshuo,0
mengyang,0
hongchun,1
huoyou,0
guijue,1
shengnan,1
yanxiu,0
sisun,0
mudeng,0
muning,1
zhaoxia,1
tanze,0
xinling,0
ruideng,0
dezu,0
daxian,1
mengliang,0
yaxing,1
kai,1
chengwei,0
yingzhi,0
zhaohun,0
yongyao,1
jinbang,0
fenjing,0
nuosi,1
huanzhen,1
chupeng,0
jinchen,1
hancheng,0
shunmin,0
sihe,0
qinfang,0
youer,1
qiaomin,1
ruibei,1
aoni,0
miaoan,0
bufang,1
shenmin,1
chengzi,1
zichang,1
yuemu,0
leizhong,0
taixie,0
xiangman,0
kehua,1
hongxia,0
chongtie,0
haochang,0
luanrong,0
zhongsi,0
qintan,0
youshan,1
shunhua,1
chiliao,0
xianyao,1
dandi,0
fenzuo,1
huantiao,1
qudong,0
shurui,1
kaixuan,1
juanfang,0
zhengxin,0
nanmeng,1
beixin,0
pinyan,1
zikou,1
zelang,0
shengkun,0
bofu,0
kaixin,1
haolan,0
xiaoxin,0
kailun,1
kuirui,0
hangling,1
xiusi,1
xunfang,1
congjuan,1
tiandi,0
yaling,1
duxin,0
quanhua,1
huanzi,1
qianhang,1
weibang,0
jianhui,1
liandi,0
liangzhu,0
xuanai,1
hongping,0
longcheng,0
xifan,0
xuanyuan,0
ziye,0
yongjing,0
wanfang,1
leilei,0
jielan,1
qichong,1
pengjuan,0
miaozhi,1
xiqia,0
qiuhui,1
xuanchun,1
youling,0
tianwu,1
yuehao,1
baozhuo,0
cansen,0
juying,0
zhenken,1
changde,0
jiqun,0
meizan,1
renjin,1
weichao,1
banke,0
guanyan,0
duohua,0
keduo,1
erming,0
bingkang,0
erlan,1
zongshan,0
poxin,1
fengqiao,0
zezhuang,0
xinzhao,1
zhirong,1
niaofan,1
jinqiu,1
xiwen,1
yeyu,1
binglian,0
yuxiang,0
rundan,1
lupa,1
kunqiao,0
tongwan,0
hanlan,0
douguo,0
zhuoxi,1
changdai,0
yongqian,0
bingfen,1
yuezhi,0
manxi,0
wenrui,1
qiaoruo,1
longhua,0
luming,0
qinge,0
juanzi,1
jirun,0
faru,0
mingfang,0
changlun,0
danrui,0
zhancong,1
jiezhen,1
nuomi,1
canhao,0
kuizhou,0
guijiang,0
shaoxing,0
zengmu,0
tingping,1
xiaochuang,1
qingkuan,0
shengchao,0
zhaohong,1
guiji,0
shangzu,0
yanjuan,0
banban,0
qisen,1
qigui,1
youcai,1
rangshu,1
yangai,1
xiaoru,1
huaifeng,0
jiapeng,0
tangyu,1
deai,0
xiangwei,1
xiateng,0
xiangchao,0
jiangli,0
meikun,0
minxia,1
tanpa,1
hongnao,0
shaoying,0
ganyi,1
lintong,1
zhuanyu,0
yuzi,0
wanzi,1
haoxue,0
tingyi,1
jiefan,0
guolai,0
fanji,1
zhengshuai,0
zhugen,0
guoxing,0
fenghao,1
chenfang,0
ayang,1
zexiang,1
yebin,0
nanshao,0
chaorui,0
yunruo,0
tianping,1
yimiao,1
kantan,1
jianing,1
lingpu,1
kuangfan,1
zhimeng,0
rongyan,1
dongmeng,1
songen,1
qiongwen,0
zheshi,0
yingsheng,1
qujiao,1
xinzhai,1
chongjian,0
dongcai,0
mintai,0
nvhui,1
mengsi,0
shujie,0
xuanmei,1
keguang,0
yalou,0
aojin,0
rujun,0
caoyuan,0
shalin,1
xunyi,1
jieqie,0
xianlou,0
mingfu,1
luanluo,0
tongwu,1
yihuai,1
chugeng,0
shisheng,0
zongrong,1
hongxiang,1
congen,0
genliang,0
luhai,0
lianmin,0
jiayang,1
nanli,1
xuanqin,0
qianheng,1
zipeng,0
tingtang,1
cainiu,1
aiqiao,1
zhizhao,0
yaode,0
mantong,1
cendeng,0
yueai,0
mengtong,0
cantong,1
peifang,0
zifei,0
linrui,0
qianlong,0
qiulai,0
zongyun,0
shimai,1
yizuan,0
huazi,1
youjin,1
xiangheng,0
gailing,1
juanxiu,1
yinxiu,1
xuanlu,1
zanghao,0
hequan,0
yaoying,1
lvzhu,1
shunxiao,0
dailei,0
lumin,1
mou,1
shunfan,1
erli,0
shuaiguang,0
dejun,1
pengqi,0
qiongmao,1
fengqing,0
nvxin,1
yinghang,1
maoling,0
meili,1
duomo,1
tongqiong,0
xinhua,1
xianzhai,0
yichun,1
kaifang,1
xunhuai,0
qipei,1
xibo,1
jingzhu,1
kongzi,0
fandi,0
dakan,1
gankun,0
muqian,1
ruanbian,0
xingxia,0
lihao,0
guochun,0
yingai,0
jincan,1
difei,0
dingyang,0
yanduo,0
zhengren,0
danwu,0
aixu,0
diniu,0
tini,1
huiruo,0
shiyuan,1
yueru,1
xueheng,1
zijun,1
diechan,1
juxiao,0
shenkai,0
biwan,1
zhuofeng,1
jingyu,1
huihe,0
yuao,0
xiue,1
erni,1
fatian,0
tuwu,1
xiangshuang,1
yingque,1
dingzong,0
beizi,0
xuexi,1
gai,0
yaoni,1
dongze,0
zhongji,0
mingtu,1
zexie,0
liehong,0
fangpu,1
yanghang,0
pinqiang,1
ruiqiao,0
shanren,1
bairong,1
zhaorui,1
jiazan,0
lushun,0
mingxiong,0
ruiyou,1
junou,1
enxiu,1
chanqiao,1
shuni,0
nizao,1
yuansen,0
xuner,1
haoya,0
chunbo,0
daibing,0
haibao,0
aipei,0
xuechen,0
lizhang,1
cenyun,0
shaoshun,0
jurong,0
shuhuan,0
yupei,1
lingshi,0
queli,1
meiqi,1
daozhi,0
shunhua,0
jikang,0
fenshen,1
deze,0
lumei,1
zhuolian,0
houyuan,0
gaokang,0
qilei,1
chaofan,0
chengliang,0
xunxuan,1
erli,1
liuqing,0
ershi,0
renzun,0
zitiao,1
saisai,1
jinnuo,1
youyue,1
jingkuan,0
yahai,0
yueqiao,1
chunsong,0
mingshan,0
siqian,0
longjuan,1
jiehan,0
youliu,0
yigui,1
ningshuang,0
zedong,0
mengcheng,0
ruqi,1
ronglian,1
jieen,1
shuaiwei,0
guini,1
meimei,0
runqing,1
xuyi,1
xiaopei,1
zhehan,1
tingzhou,0
jinfan,0
cenxi,1
houlin,0
liuze,0
ernan,1
jingqing,0
chilan,1
haihang,0
yaomiao,0
yaoan,0
zhanjun,0
jiabi,0
yuechuan,1
zhilin,1
gezhong,0
yuantai,0
fengdan,1
zeming,0
aoya,0
dongfan,0
caigen,0
peijin,0
guifang,1
qianxian,1
xialei,0
yaorong,0
juanhong,1
junguang,0
liguang,0
luanjiao,1
wanmian,1
yingrang,1
yanbao,1
yejuan,1
zhuanling,0
shuohui,0
jianqin,0
sidong,0
mounuo,1
jizhun,0
tingguang,0
shuqing,1
jinmu,0
juanrui,1
pengchong,0
huangmo,0
liulan,0
cailong,0
xushun,0
xinshen,1
yaoyu,0
hanlai,0
keyong,0
gutu,0
yongzhao,0
yuran,0
shuoxiang,0
yingyu,1
rushi,0
zhangao,0
yinxiu,0
juliang,0
weifeng,0
ruoshuo,1
canxian,0
jianqun,0
weiduo,1
juanhe,1
zishuang,1
qingxiao,0
yamou,1
qiaoming,0
maiwei,0
shengde,0
qinjin,1
yikuang,1
guicui,0
shanli,1
hanping,1
chenxia,0
jianuo,1
wanqi,1
xuanma,0
xuanzhu,0
shengzhan,0
yayi,0
guangshuai,0
aopei,0
daishun,0
jiteng,0
aichan,1
xucan,0
lannv,1
tianji,0
yanjiao,1
qihe,0
heping,0
mingli,0
tuoyin,1
jianxuan,1
huanteng,0
ruihong,0
suzhan,0
pangmo,1
quanxuan,0
xuanhe,0
diaomao,1
deer,0
kuntian,1
shiping,1
yantian,0
peilei,1
mingbao,1
shikun,0
jiaru,1
caojun,0
yanglu,1
jierong,1
jukun,0
tongshan,1
zhengyou,0
fengqiong,1
jinghuo,0
anhong,1
zhenshu,0
tiangeng,0
manhu,0
chunuo,1
cenmiao,1
yongshi,0
shangchao,0
tuhai,0
yuzhong,0
pengzao,0
kengzhen,0
ruilu,0
youni,1
mengqiao,1
xiaoliu,0
qizheng,1
chenlv,0
chennan,0
qiangbei,1
jinzai,0
zezhan,0
ranyue,1
tangwei,1
qiaoni,1
diaoda,0
guofei,0
niwu,1
beinuo,0
haiju,0
wanglong,1
shouliang,0
xingan,1
yuanhao,0
chajie,0
chisheng,0
futu,0
xiuchun,0
congyao,1
caixia,0
ruoxue,0
tiaowu,1
chenghan,0
yuechang,1
xuejuan,1
biqiong,1
zhangkun,0
luolv,0
xiuliang,1
jiaqiu,0
lingnuo,1
xuecai,0
qing,0
hongji,0
liangchou,0
xide,0
shengsheng,0
biwei,1
zaowo,1
pinxiao,0
wulin,0
